"The  maximum  amount  up  to  which  it  is permissible   to   retain   cash   (including   at bank)  by  Field Imprest  Holder  is  known  as
?","Cash monetary limit","Credit monetary limit","Ceiling money limit","Ceiling Monetary limit","Ceiling Monetary limit"
"Expand S.R.S.?","Study on Requirements systems","Systematic Research of Stores","Scales of Rations and Supplies","Standard Requirements &Scales","Scales of Rations and Supplies"
"Draft para is raised by ?","PCDA/CDA","LAO/RAO","DGADS","Any of the three","DGADS"
"Surprise  check  of  cash  balances  of  Field Cashier is arranged by ?","PCDA (O)","GOC in C","Divisional or Formation Commander","Station Commander","Divisional or Formation Commander"
"DGADS  conducts  Test  audit  on  behalf  of
?","Government of India","C&AG of India","Controller General of Accounts","Ministry of Defence","C&AG of India"
"Which     of     the     following     officers     do concurrent audit?","AOGE","LAO","RAO","All the three","AOGE"
"Internal Audit report is rendered twice in a year  covering  the  items  pertaining  to  the period up to & ?","30th June & 30th December","31st March & 30th September","28th Feb & 31st August","None","31st March & 30th September"
"Which  of  the  following  does  not  indicate the condition of stores?","Surplus","Unserviceable","Beyond Economic Repairs","Serviceable","Surplus"
"Which  of  the  following  is  chargeable  to contingencies budget allotment?","DA arrears","Advance of Pay","Conveyance Charges","Children Education Allowance","Conveyance Charges"
"Advances  paid  to  Imprest  Holders  by  M section  of  Regional  CDA  are  intimated  to PAOs on monthly basis through ?","Compilation Report","Demand Intimations","Cheque Slips","All the three","Demand Intimations"
"Funds   to   Field   Cashier   are   supplied   by which of the following officers?","Regional CDA nearest to Field Cashier","PCDA (O)","Both","None","PCDA (O)"
"Field  Imprest  Holder  can  draw  funds  from
?","Nearest Regional CDA","Field Cashier","a or b","PCDA (O)","a or b"
"Field  Imprest  Holder  can  draw  funds  from
?","Nearest Regional CDA","Regional CDA of the dependent PAO","PCDA (O)","All the three","Nearest Regional CDA"
"Expenditure  on  account  of  outsourcing  of services  under  Contract  (Due  to  shortage against  authorized  strength)  is  booked  to
head?","Pay & Allowances","Office Contingencies","Any of the two subject to availability of funds","None","Office Contingencies"
"Recovery   of   GPF   will   be   stopped    before of retirement on superannuation of a Government Employee?","12 months","6 months","3 months","Two months","3 months"
"Expand    JRI    with    reference    to    Credit verification   of   High   value   Imported   and Indigenous Stores?","Joint Receipts & Issues","Joint Receipt Inspection","Joint References and issues","Joint Receipt Intimation","Joint Receipt Inspection"
"If a Draft Para is based on a case taken up by internal audit, the fact is acknowledged
?","In the reply","Through separate communication","In the Draft Para itself","No need to acknowledge","In the Draft Para itself"
"Which of the following does not fall under the   broad   categories   of   Internal   Audit Report submitted by PCDA/CDA to CGDA?","Regulatory audit","Generation/Loss of Revenue","Optimal Resource Management/Econom y Suggestion","None","None"
"In respect of  which of  the following cases, Controllers     can     send     communications direct to Service Head Quarters?","Interpretation of Rules","Audit Reports","Financial Advice","All the three","Audit Reports"
"Which  of   the  following  is  a  function  of audit?","To prescribe rules & orders","To interfere with administrative application of orders and rules","To apply the rules and orders","All the three","To apply the rules and orders"
"The     pay     accounts     of     non-gazetted personnel serving in field service areas are maintained by the ?","PCDA (O)","Respective dependent PCDA/CDA of unit","Respective PAO (ORs)","Any of the three","Respective PAO (ORs)"
"The   claims   for   under   or   over   charges between Railways and DAD are required to be preferred within ?","Six months","Three months","One year","Two years","Six months"
"When   an   order   sanctioning   expenditure contains  no  indication  of  the  amount  or limit   of   sanction,   CDA   will   take   up   the matter with ?","Issuing Authority","Next higher authority of Issuing Authority","CGDA","All the three","Issuing Authority"
"Responsibility  for  placing  and  fulfilment  of Contracts   for   supplies   to   be   made   or services to be rendered rests  entirely with
?","IFA","Audit Authority","Executive","All the three","Executive"
"The     date     of     birth     shown     in     the superannuation  list  should  be   compared with the date of birth shown in the  pay bill by PCDA/CDA?","March","April","July","January","March"
"Which    of    following    is    incorrect    with reference to Audit of Contracts?","Contract has not been made by a minor","Contract has been concluded by CFA with Registered Contractor","Security Deposit is enforced","Power of Attorney is verified with duplicate of GPA","Power of Attorney is verified with duplicate of GPA"
"Pick the odd one out?","Major Audit – Minor Audit","Local audit-Central Audit","Sanction audit – Expenditure Audit","Pre audit - Post audit","Major Audit – Minor Audit"
"Which   of   the   following   is   correct   with reference to MFAI Report?","MFAI report is rendered half yearly","MFAI Report contains 4 sections A,B,C & D","MFAI report is addressed to CGDA","MFAI report is rendered in two parts with each having two sections A,B","MFAI report is rendered in two parts with each having two sections A,B"
"Which  of  the  following  is  not  true  with reference to Draft Para?","CDA should return the draft para within six weeks","CDA will allow 30 days of time to Command H.Qrs. to furnish reply","Draft para can be concurred by any IDAS officer in CDA office","None","Draft para can be concurred by any IDAS officer in CDA office"
"Which   of   the   following   Controls   is   not prescribed in Parliamentary set up India?","Legislative Control","Administrative Control","Accounting Control","Audit Control","Accounting Control"
"Which  of  the  following  is  not  true  with reference to Report of C&AG of India?","It serves double purpose","It does not contain cases of irregularities detected in Internal Audit","It is submitted to Parliament","It is submitted once in a year","It does not contain cases of irregularities detected in Internal Audit"
"The responsibility of handling all claims on account  of  Naval  Armament  stores,  short landed or damaged rests with ?","NLAO","Embarkation Commandant","Naval Armament Supply Officer","PCDA (Navy)","Naval Armament Supply Officer"
"Responsibility     for     audit     of     pensions devolves on ?","PCDA (P)
Allahabad","CDA (PD)/CDA Chennai","DPDOs","LAO","PCDA (P)
Allahabad"
"Units  of  Air  Force  responsible  to  maintain public  fund  accounts  on  station  basis  are known as ?","Station Accounting Units","Self Accounting Units","Special Accounting Units","Store Accounting units","Self Accounting Units"
"While     auditing     recovery     of     Hospital Stoppage Rolls of an Army Officer, audit is done from to ?","IRLA to Voucher","IRLA to Voucher but not vice versa","Voucher to IRLA","Voucher to IRLA but not vice versa","Voucher to IRLA but not vice versa"
"Audit    of    Military    Engineering    Service expenditure  is  conducted  by  DAD  in  how many stages?",1,2,3,4,3
"When a wrong interpretation of a financial rule  has  been  followed  in  an  audit  office, the   new   interpretation   should,   in   the absence   of   special   instructions   to   the contrary   be   given   effect   to   from   the
?","Date of issue of clarification by CGDA","Date on which observation is raised","Date of incidence of expenditure","None","Date of issue of clarification by CGDA"
"Which  of  the  following  actions  by  LAO  is not in order?","Making independent inquiry in a unit with PBORs","Confer with admin authorities to obtain evidence in support of observation","Both","None","Making independent inquiry in a unit with PBORs"
"Which  of  the  following  is  not  a  class  of pension?","Compassionate Allowance","Complementary Pension","Retiring Pension","Invalid Pension","Complementary Pension"
"Annual assignment, as sanctioned by GOI is placed by at the disposal of the Indian Embassy  in  Nepal  for  payment  of  dues  to Gorkha officers?","PCDA  CC
Lucknow","PCDA New Delhi","CDA (Army) Meerut","CGDA","PCDA  CC
Lucknow"
"Who     among     the     following     are     not authorized to be paid out of Field Imprest?","Civilians working in Field","Civilians working in Peace Stations","PBORs","Army Officers","Civilians working in Peace Stations"
"Which of the following does not become a factor  for  consideration  by  PCDA/CDA  to release provisional payments?","Urgency","Legal complications","Commitment by the third party that they will refund in case required","Fulfilment of liability","Commitment by the third party that they will refund in case required"
"Responsibility    for    handling    claims    for damages  , short landed  items  of  Imported Stores  including  losses/damages  sustained to   stores   shipped   commercially   insured, will be that of _ concerned?","Consignor","Consignee","Embarkation Commandant","PCDA, New
Delhi","Embarkation Commandant"
"Audit   of   the   Navy   list   is   conducted   by
?","PCDA (Navy) Mumbai","Naval Pay Office, Mumbai","Naval H.Qrs. Delhi","Area Accounts Offices concerned","PCDA (Navy) Mumbai"
